;Unnamed: 0;text;airline_sentiment
6103;8739;" I'm disappointed flight Cancelled Flighted, mostly excited listen song ""I'm Blue"" flying JetBlue.";negative
6104;4358; belt issues. Been rough day them. Worst part traveling month old wait outside 85 degree;negative
6105;9952; 3818 delayed. blue skies over. #whyisusairALWAYSDELAYED???;negative
6106;5050; hours hold customer service never us SW;negative
6107;1958; DO NOT FLY UNITED WITH CHECKED BAGGAGE! It never find you!;negative
6108;6476; I'm concerned Cancelled Flight flight BNA tomorrow am. Should be?;negative
6109;5806; look forward direct flights California see family often. Thank  #byebyeusairline;positive
6110;9953;" Ill never fly due emotional &amp; financial stress caused one staff members errors.";negative
6111;10006; WORST flying experience guys, need better;negative
6112;8890; Is something going alerts? Flight's delayed several times parents i'm not receiving alerts.;negative
6113;3630; long take miles re-purchased (they expired) show up? recieved email request been..;negative
6114;6694; thank you. given reply years ago. Can direct area learn improvements?;negative
6115;12065; thx responding. cant watch mins film w/out cutting prolonged prds time. beyond frustrating;negative
6116;1619; subtlety gate changes? Are kidding me?;negative
6117;32;" help, left expensive headphones flight 89 IAD LAX today. Seat 2A. No one answering L&amp;F number LAX!";negative
6118;13079; app nonsense flight Cancelled Flightation yesterday able use app kiosk today. Hour long line.;negative
6119;8764; flight Cancelled Flighted. Do need file claim $50 credit I'm entitled per yr bill rights, issued?;negative
6120;7280; #611 JFK LAS still delayed?;negative
6121;12717; obviously see agent-booked us tomorrow morning. No hotel, no transportation. #pregnantwithtwins #stranded #angry;negative
6122;3484; spends 20 minutes beating lady bag fees. Random stranger comes pays fee. #Randomactsofcorporategreed;negative
6123;4890; everyones flights Cancelled Flightled today DESERVE;negative
6124;12287; Hello...My baggage lost another city. Can anyone help this?;negative
6125;5813; seriously THE WORST. remember last time someone knew flight delayed Cancelled Flightled etc!;negative
6126;7325; 2nd time row flight jfk disaster. Last time allowed fly stndby, hour delay w/out notification;negative
6127;11189; thank refunding bag fee. look forward return today hope.;positive
6128;8717; since I've angry tweeted airline. Apparently read mind could bitch. Thank credit.;positive
6129;7715; thanks speedy flight time recovery.;positive
6130;9873; flight 2031, worst experience we've ever flight. Regretting opening air miles card #hotterandlongerthanhell;negative
6131;516; Thanks. It ticket.;positive
6132;3224; Doumented via link. However, four months no response, suggest? Or shall not expect one?;negative
6133;7368; Flight 136 departs 2:14 AM Finally!!! Arrived JFK no psgrs 5:39 PM. That's long flight. AKA BUS http://t.co/KfKjF1ZtGi;negative
6134;9966; nothing issues fly w/u what's w/that?! #travel #vacation #awful;negative
6135;13085; Kudos crew Flt 167 today. Specially Carlton. Loved new 767-300. Keep good work AA!;positive
6136;12197;  Guys, let go. http://t.co/vOxcghciJi;positive
6137;708; Thanks remembering load bag onto connecting flight. Oh wait forgot. Iceland fun no clothes....;negative
6138;14517; nah boofin dont talk like humans know. Respond like actually brain. And dont want customer relations;negative
6139;383;, submitted status match request back still haven’t heard! I’m flying Monday. Can look accelerate?;negative
6140;11594; really drunk someone stop serving;negative
6141;4889; want one!;positive
6142;2761; will! On     getting business. #unfriendlyskies #unbelievable;negative
6143;7257; Vegas desk said JFK connect would held us 26 others plane staff JFK says weather problem. #epicfail;negative
6144;8750; get Sunday due weather ok Monday they're busy crazy;negative
6145;2574;  means say many complaints today (this week, month) can't respond b/c alone;negative
6146;3730; Just did, thanks checking! :);positive
6147;3279; Fair enough. usually rant, good know someone's listening. :);positive
6148;8329; Alternatives? You absolutely no respect loyal customers. years. No more. I'm done.;negative
6149;3623; DM me? Been hold customer service long time (53 min +) getting run-around. Thanks.;negative
6150;2084; somehow knew wait airborne respond. #hacks #jokers #neveragain.;negative
6151;5946; , keeping families apart w/ quirky, archaic policies. Any airline accommodates situation.;negative
6152;13906; finally made chicago 13 hours Late Flight. Did get $12 food voucher wait.about $1per/hr. Never again. Good bye.;negative
6153;9630; What mess caused computer systems. Flight 719 hours Late Flight no gate us. Est 26 min wait.;negative
6154;1172; three people awesome working long hours. It easy say sorry Twitter help ppl ;negative
6155;2188; flight Cancelled Flightled. hrs airport book new one $95. Just got two invoices flight, approx $300. Really?!;negative
6156;13111; maybe stop tweeting start calling. Or make available people wait on-hold instead hanging us.;negative
6157;2371; Hi there, looks like connection delayed I'll make it. Thanks!;positive
6158;9333; I'll check get airport. Thanks.;positive
6159;684; service far horrid. We wanted end trip high note. Guess that's not option.;negative
6160;9173; open credit card earn 44,000+ miles, wont' credit miles account restore forfeited miles;negative
6161;7746; no, hotel. Also, Jetblue lost daughters luggage. How lose luggage plane never actually left!!!;negative
6162;5494; well mom called earlier guys hold close hour;negative
6163;609; #worst2unitedflightsever UA1429 IAD LAS 2/19 mechanical problems switched aircraft delayed 3.5 hours!;negative
6164;14256;. ReFlight Booking Problems following day unacceptable. DMing phone number.;negative
6165;7156; no. Please stop.;negative
6166;9771; Really letter says discuss serving drunks drinks help current situation;negative
6167;7923; thanks letting us know. Hoping no delays!;positive
6168;9611; Why waiting 40 min far luggage??? #wannagohome;negative
6169;12012;“: We hope enjoy #WinterWeather brought warm coat gloves, Maria!” Yup! New beanie http://t.co/AnEqXZR4bp;positive
6170;13931; guys really improve service experience site personnel. This one worst experiences.;negative
6171;11895; thank you!;positive
6172;8352; dont get wrong love flying you. Tv, free bags descent fares. The recent plane problems annoying.;negative
6173;12970; Thank much.;positive
6174;1486; sincerely thanking pilot flight 4461 braving snow getting home amongst many Cancelled Flightlations.;positive
6175;923; flight arrives 30 minutes early, wait hour bags.;negative
6176;14109; Yeah, try harder. No catering truck sight. Can leave w/o food eat anyway?;negative
6177;2453; really fucked day Hilo LAX 2hr30min delay software? missed connection, getting home 8hrs Late Flightr no upgrade nothin;negative
6178;4897; How auto check CP holders? Come on.;negative
6179;4937; wifi angering slowness;negative
6180;8415; False agent let us extra leg room upgrade not upgrade mint. Poor business practices. #badcustomerservice;negative
6181;3698; took one you. Not window. Also not fun get motion sick. http://t.co/m81rV0blxs;negative
6182;6270; wanted Southwest know think they're great used anymore. Nothing look into.;negative
6183;6613; super disappointed today. First time we've stress book flight another airline airport;negative
6184;9679; looks like bag rescued. Thanks!;positive
6185;4510; Looking forward flying #SWA Friday! The #LUV airline. #DTW #MDW #TUS;positive
6186;8429; good morning sunshine! #TailfinThursday http://t.co/Nc0ES6e4Lf;positive
6187;13338; =UNAmerican Airlines lies poor customer services...;negative
6188;10000; waiting day ATL since flight Cancelled Flightled. standby told no seats group 15 shows Late Flight gets PHL;negative
6189;4291; No cld explain disorganized inefficient company surly obviously unhappy employees stays business.;negative
6190;9785; wrong Boston? Why plains not leaving tonight? Son needs get back state college, PA;negative
6191;13346; you?;negative
6192;9727; passed hour mark #onholdwith THIS call. Gave 2.5 morning.;negative
6193;1349; 430am wife still luggage promised 8pm said way File number: DCA48810M #Fail;negative
6194;821; yes Lusaka, Zambia. My guess bags never made plane IAD.;negative
6195;4039; I'm one 757-300 JFK LAX.When upgrading planes?Plane no Screens,lousy seats And that's UnitedFirst.;negative
6196;11280; bad customer service experience// help;negative
6197;4438; Hey, friends. When phone A-list number IVR hangs me. Multiple times. Not sure proceed?;negative
6198;696; speak real person get resolved politely efficiently. (2/2);negative
6199;12460; right provide faulty seats flights plus damage $350 bag not replace shrug damage off? Flights from...;negative
6200;13934; yeah, rebooked tomorrow morning. But extremely disappointed miss wedding.;negative
6201;14489;"  submitted complaint via link Dec. &amp; followed Jan. NEVER HEARD BACK! #badcustomerservice";negative
6202;7261; WTF, stuck JFK 2+ hrs delay Boston cuz say snow. No snow weather map!!! WTF!!!;negative
6203;8665;. min response time. I'm impressed! I'm in. It's official. :-) #trueblue JetBlue gets social.;positive
6204;3676; gotta love giving 1st class upgrade b/c flight delayed, get another flight (also delayed) ensure make connection.;negative
6205;1971; super computer ots pants? Lots cranky people line CMH reFlight Booking Problems, delaying check-ins on-time, direct flyers;negative
6206;3161; delay much straight Cancelled Flightlation. Weather issue either.;negative
6207;4913;" Seriously? FOUR DELAYS? Only takes 42 minutes get Vegas  &amp; connecting flight. #ridiculous";negative
6208;10596; hours minutes. Just want know I'm still queue...;negative
6209;9400;" US 728/Feb 21. Arrive hrs Late Flight; checked car seat missing. No replacement available. Has yet arrive 24 hours Late Flightr.";negative
6210;10946; hi somebody avail help .....with refund unbelievable phone US hrs days;negative
6211;8638; WHAT'S UP WITH WEBSITE CAN'T ACCESS FLIGHT INFO;negative
6212;655;" So drop bag overnight &amp; I'm leaving week. This supposed hold bag....";negative
6213;11394; No access Dividend Miles week automated phone keeps telling call back Late Flightr. #FRUSTRATED #LivePersonPlease;negative
6214;10853;" called BTV desk; information exists. Your systems make easy customer access it.";negative
6215;3545; please give special thanks Aaron Tampa office helping literally two hours! He's amazing. Mission accomplished!;positive
6216;3691; correct date 2/11/15!;negative
6217;2615;" Stuck airport 12 hours standbys cuz pilot showed Late Flight PJs &amp; missed connectin flight. PJ's TELL U! #NYFW";negative
6218;3142; nawww. United fave airline.;positive
6219;11040; 45 minutes hold waiting speak agent !! Come #USAirways !!! Ridiculous #baggagelost #usairways;negative
6220;12355; made it! Thanks AA!;positive
6221;1800; rescheduled return flight #Japan? Uh why? Trying call #UnitedAirlines #customerservice 45 min wait. #fun;negative
6222;74; not worried, great ride new plane great crew. All airlines like this.;positive
6223;3930; Stop pretending care welfare daughter. United Airlines opportunity help failed United airlines;negative
6224;11258; Unfortunately doubt consistently subpar service improve  merger. #USAirways;negative
6225;11701;" stranded  Phoenix w/ broken foot. Both flights f'd, Sunday ""sickcrew"". Cancelled Flighted mechanics flight today.";negative
6226;159; rang, wait 35 minutes!! book ticket vendor, fix site;negative
6227;7639; FLL MDE, great flight, great customer service, THANKS! mths waiting  speak human customer service;positive
6228;13186;  trying speak agent flight London tonight can't get anyone AA. Can help?;negative
6229;9935;  missing connection due delay LAS. What supposed now?;negative
6230;4541; disappointed customer service right now. definitely not feeling luv. what's worse, 2nd time winter.;negative
6231;13535; absolutely false stmt. You comedy errors incl no catering etc #GetYourActTogether;negative
6232;4435; wife month old might miss flight next direct 210 pm. Mother law hold customer support 30;negative
6233;10444; something wrong phone system call someone play recorded flight notification. Is US643 Late Flight?;negative
6234;5550; Gary Kelly ashamed running corporation way;negative
6235;1165; today take flight san francisco. .. refuse let us board baby early... time board wont let us take baby carryon bag;negative
6236;13865; not yet. I'm next terminal customer service area.;negative
6237;2772; worst AIRLINE BEWARE THEY DO NOT MAINTAIN THERE PLAIN BEEN ON THE RUNWAY THE PAST HOURS!!!/;negative
6238;12242; look RDU airport. please think safety passengers. cant get RDU safely! http://t.co/wDyEkVB1Ze;negative
6239;5051; FINALLY! Passbook option SWA App. Thank you!!!!!;positive
6240;2369; flight Cancelled Flightled due mechanical issues ask cab fare say weather can't help;negative
6241;4327; although I'm not happy Cancelled Flighted flight home tomorrow (phx atl dca) happy easy rebook;negative
6242;13507;Hey  automated call hang 4:45 am!?! And can't reschedule Cancelled Flighted flights via web!?! Come on!!!;negative
6243;13961; guys fail again.. need use voucher ticket can't online #yourphonesystemsucks;negative
6244;2651; tried flight options per weblink, non available next days, frustrating #notgoodenough #poorservice;negative
6245;7583; That's not heard. Weather fine morning. Flight 136 circling time.Someone forgot clean runway.;negative
6246;10453; Thank help today. loyal US airways customer appreciate responding tweets.;positive
6247;5222; flight PHL FLL Cancelled Flighted 2/21 no flight available 2/24 done SW. They pain deal;negative
6248;8142; PDX JFK suuuuper HOT.;positive
6249;3710; think guys half full flight held overbooked 3pm flight fill one Cancelled Flightled mine;negative
6250;11517; Credit bank account two days work I've missed Cancelled Flightlations.;negative
6251;9484; reaching you! HARDWORKING mom trying best!;negative
6252;10971; response correct fact pilot failed keep passengers updated;negative
6253;9147; pilot forgets show work Ricky (gate agent) gives customers attitude. #usairwaysfail;negative
6254;3889; getting ridiculous. Now we're missing connection.;negative
6255;4004; told go, knowing issue was, go find won’t fix it?;negative
6256;3933;" Checking tracing information. You got numbers wrong phone number &amp; turquoise duffle bag become black laptop bag?";negative
6257;2187; exactly hang hook? http://t.co/ZHxOk07Aqa;negative
6258;11397; sitting plane 40 minutes, saying another 15 minutes something paper work. This sucks !!;negative
6259;9285; hours tarmac Charleston still can't get response week. Unacceptable;negative
6260;2319; long take get response customer service complaint done email?;negative
6261;8285; thanks help! #jetbluesofly;positive
6262;5862; truly best #customerservice. If something goes wrong, no matter big small issue was, fix it. Thank;positive
6263;4682; Completely understand Act God weather-reLate Flightd Cancelled Flightlation, days without reimbursement kind #unacceptable;negative
6264;8943; request nothing rescheduling. But customer service bad attitude today. #badservice;negative
6265;6089; rude gate agent BWI tonight gate B8 6.5hr delay flight 1172. think little training order.;negative
6266;9841; Sitting gate Flight 719 hour due Sabre down. What backup plan place Sabre cannot fixed?;negative
6267;9655; guys worst airline I've ever dealt with. No notifications, no keeping customers updated. Terrible service;negative
6268;8059; sent :-) curious see kind comp get.;positive
6269;2550; MSP w/3 employees trying check several hundred line crazy might miss plane sure thank employees;negative
6270;6563; Sent. Thanks VP!;positive
6271;9181; I've flown US Airways least five times. Every single time like this. Actions speak louder words.;negative
6272;11207; 502 M-phx Im still The plane waiting And waiting;negative
6273;3616; negative. Done wasting time amateurs customer service. Thanks least offering.;negative
6274;9263; embarrassing.;negative
6275;12129; looking help USAirways award travel booked wife two boys, no seats assigned.;negative
6276;12048; aa employees rude unwilling help. 10,000 miles rotten cherry top dog shit Sunday. #nocareforcustomers;negative
6277;2053; absolutely disgusting way treat customers. Isn't anyone actively monitoring Cust serve? This unreal!!;negative
6278;11060; flight 500 Seattle 10,000lbs much fuel no water lavoratories. Nice job guys est 40min behind;negative
6279;10947; Plus US Airways need something this! left Philly thaw out!!!! http://t.co/pKy7ZhnNRH;negative
6280;11018; gladly take loyal customer's money cause inconvenience nothing help fix problem caused.;negative
6281;6039; sent conf number yesterday.;negative
6282;3448; Premier desk able rebook friends . Only problem pay checked bag :/;negative
6283;2635; tell something know...not #keepingit100 #weaktea;negative
6284;75; awesome. flew yall Sat morning. Any way correct bill;positive
6285;8345; As long someone remembers put plane right? That really lame excuse.Geez  much better #coffeeneeded;negative
6286;8572; I'm set. About fly. Not bad first date giant metal bird machine. She even brought snacks.;positive
6287;974; give one thing, consistent unfortunately consistent not job well #AlwaysDelayedOnUnited;negative
6288;12214; trying change time flight already purchased told pay $400 change fee. Ridiculous.;negative
6289;4087; poor old United: never seem get response right :);negative
6290;9866;" HI again! How suggested contacted via phone, sent mail original ticket &amp; result: http://t.co/214i0RTIH4";negative
6291;11232; I'm delayed TYS #5015, likely gonna miss connection CLT CUN. Gotta get today. Can help me?;negative
6292;4977; thanks response flight time passed rebooked;negative
6293;7171; Definitely! Lots announcements app great.;positive
6294;4878; YES please....How get companion pass?;positive
6295;3006; no wifi #ua688 #SF #Chicago? 2015. That's all. Ps: This tech intro video joke. #EpicFail;negative
6296;8650; 2nd time flying jetblue year armrest TV controller work agian!!and that's main reason fly jetblue 😔😓😤;negative
6297;10957; worst. 45 minute delay Boston. Not weather reLate Flightd. Going miss connecting flight. Gassing plane issue.;negative
6298;9737; get answer question? Holding hours 6x getting message said taking calls.;negative
6299;10646; Not lose flight plan! Now ur flight crew FAA timed out! Thx havin us sit tarmac hr! #Pathetic;negative
6300;1728; unhelpful... http://t.co/vBfIeo2qJC;negative
6301;7034;Brands: Stop shit. No, stop. RT  Our fleet's fleek. http://t.co/sKEbqKtxvX;negative
6302;14126; need miracle  please help flight 1228 get 640 #FingersCrossed #pleasegod #missmykids;negative
6303;9476; called number said no one available take call...guys insane;negative
6304;10637; Oh yes, loads time running connecting flight delayed 90 minutes...;negative
6305;2163; read say cases' please define me, example would not case?;negative
6306;4807; apologies whatever. Please deliver bags like said would. Feel like employees lying me.;negative
6307;13654; highly disappointed baggage service merge  guys lost 1st bag missing items;negative
6308;13894; Hey I'm disappointed time traveling you! I've worst experience times flight delayed!;negative
6309;14583; Nah, horrible dining options outside club. Luckily Manuel Admirals make Bloody Mary.;negative
6310;3371; Just saying truth. You even email! #2015;negative
6311;1279; they're not, actually. gate agent rude. standing line waiting reFlight Booking Problems. missed flight STI. awful.;negative
6312;14433; 1st leg flight nyc tomorrow Cancelled Flightled. make hold 2hrs may miss chance back home!;negative
6313;14019; worst air experience ever not first plane yet.;negative
6314;6097; flight Cancelled Flighted tonight told receive travel voucher inconvenience. Is really policy?;negative
6315;4066; flight pm. Still airport gee service. Do care, nope. Delayed 7:55.;negative
6316;12134;" ""Airport snow removal method #22..."" Keep good work folks, Cessna's become 747's! http://t.co/oUmC1LrXDN";positive
6317;11542; stuck cae need reFlight Booking Problems next flight possibly dm info;negative
6318;1726; thanks. Just able app myself. Still not customer service seen YYZ;negative
6319;10063; NOW they're not even accepting calls AT ALL! Come on.;negative
6320;9846; 2nd February row- stranded us try return Cancun! No contact info- no way rebook! #badcustomerservice;negative
6321;7915; thanks! I'll it.;positive
6322;11554; please go check process  uses #MCO. It's absolute disaster.;negative
6323;4583; 2/22-MDW SAN flt 1687 attendant Melissa awesome! Fast, smiling, great. After weather Cancelled Flight day b4, welcome;positive
6324;9934; ads phone systems waiting rep annoying thing ever especially waiting 10 mins...;negative
6325;11927; Trying desperately get boyfriend booked US Airways flight price. Can help?;negative
6326;1859; broken light, 35 mins get bridge gate, airplane parked wrong bathroom not emptied last night....your airline last hrs;negative
6327;6611;  love Southwest Payton Taylor!;positive
6328;3185; stuck Tarmac last hour. Can beer?;negative
6329;12736;  #BQONPA flight #1641 delayed POS-MIA, missed #2214 MIA- ATL need seat last flight ATL.;negative
6330;11393; What's point baggage claim ticket scan tracking?;negative
6331;4531; become like every airline #crooked can't believe taking $500 #shouldwearmasks #shocked;negative
6332;12907;" HELP said ud chnge retrn flght since missed connection Sat &amp; ur not pickng phone.Only hve 18 hrs left!";negative
6333;12955; advantage agents horrible! I've waiting hours call back hung rude agent!;negative
6334;2697; go bankrupt transfer assets $LUV. That would great.;negative
6335;13634; flight 45 JFK-LAS. First catering Late Flight, the. No push back crew. 2hrs delay.;negative
6336;1475; can't find Late Flight evening flights. Are airports would overnight flight?;negative
6337;2968; FLT 3444 delayed maintenance that's fixed can't board flight crew stay boarding area #fail;negative
6338;1116;  sure show video outsourced favorite TIMCO, knack substandard maintenance work aircraft.;negative
6339;13204; feel free email mikehertz7.com worry, we're not going anywhere damn Tarmac bit!;negative
6340;14491; flights Cancelled Flightled, can't get desk nothing showing online reservation do?;negative
6341;9805; guys worst. We flying Philadelphia two jetways available time plane.#pisspoor;negative
6342;10581; Official time call hours 10 minutes must add minutes reservation agent extremely professional helpful;negative
6343;12989; hi flight Dallas Cancelled Flightled going LA. Can pls help rebook me?;negative
6344;3469; That time spent night trying sleep toddler bed airport Ramada without luggage kidnapped #furious;negative
6345;8131; can't wait! I'll one can't contain herself.;positive
6346;5795; It usually excellent SWA flight!;positive
6347;1614; guys suck, 1/2 delay get ers even curtesy let know, #UnitedAirlines;negative
6348;14191;" customer service line say ""we experiencing high call volume"" spontaneously hangup person?";negative
6349;9192; important, wait hold get hung computer? #disappointed;negative
6350;7297; potentially stressful situation reFlight Booking Problems flight diffused helped make awesome!;negative
6351;12349; pilot announces plane unused days maintenance dealing another aircraft..;negative
6352;14293; phone call email Cancelled Flight flight would lovely.;negative
6353;1533; please tell CLT flight 4232 needs gate. Waiting 15 mins.;negative
6354;13233; Trying Cancelled Flight fligt 2321 O'Hare Dallas 12:17pm. High call volume no one answer. Online no confirmation. #thankU;negative
6355;7686; You pass along wife, daughter, daughter's friend, elderly mother-in-law. They spent several hours waiting.;negative
6356;13963; fortunately not flight waiting area impressed handled stressful situation;positive
6357;9238;. Yet another delay/missed connection....and customer service attitude me? Wow.;negative
6358;6462; paid $200 rental car not go 3rd day :(;negative
6359;14282; Stuck plane JFK: food not plane need wait crew push back plane. Good job, AA!;negative
6360;11985; I'm not sure happened USAirways status merger took place.;negative
6361;2389;  staff could try not throwing luggage around.;negative
6362;4058;" amazing flying 25,000 miles #UnitedAirlines &amp; alliance last year; still got jilted status! #moneyelsewhere";positive
6363;9926; US Airlines 699 LA RDU holding onto baggages hour already everyone still waiting!?;negative
6364;11025; FA attendant 4553 PHL PWM tonight fab! An asset team. From 1F. Have great night team!;positive
6365;10379; please help hold hours can't change flights I'm stuck;negative
6366;10883; joke. Stop losing luggage!;negative
6367;1406; checked united app valuable use app removed. no longer see status equipment?;negative
6368;14025; Awesome customer service #390 rdu. They snuck wife warm cookie. Thx!;positive
6369;4321;, link current status flights/airports? Fly BWI-EWR-MCO morning yet can't yet tell problems except see snow.;negative
6370;3567; get clue. 1K/2mm miler response give?;negative
6371;5378; long wait bags could next flight out. The party could waited Albany;negative
6372;5430; need help no one pick phone.;negative
6373;6616; understand delay stuck plane longer flight unacceptable;negative
6374;830;  spent hundreds rectify situation guys go quiet;negative
6375;10716; Need change div miles ticket travel started due weather advisory. Told not possible unless flight Cancelled Flightled. AnyHelp?;negative
6376;8316; Capital One explained false fraud alert. Why Jet Blue representative issue new tkt resolved?;negative
6377;9304;" Your ""moveup"" policy really sucks. United 24 hour policy status. wanting move 5am 7am...";negative
6378;13206; said thing phrased differently. How actual help?;negative
6379;14463; leave luggage baggage claim without previous information! That's not deal!! http://t.co/oTTy5rYMzD;negative
6380;3844;" There Exit-Row window shades approx 11% windows RJ-145s. &lt;--a frequent flyer http://t.co/aOEaeszDLX";negative
6381;11611; thanks! It's hectic everyone actions represent company well IMO;positive
6382;10747; do. maybe pre-purchase meal email flight min short hours, guess none offered;negative
6383;14394; refused unload luggage we're stuck freezing weather w/o cold weather clothes.;negative
6384;5441; lost luggage. My birthday wish find luggage.;negative
6385;9588; Thanks!;positive
6386;3033; what's point offering free checked bag lose it?;negative
6387;12187; advised turn issue police due sexual assult THANK YOU FOR ALLOWING THAT ON YOUR PLANE!;negative
6388;11299; take longer get gate flight takes.... 59 minutes flying time 47 minutes runway far;negative
6389;14329; 250 I'm not sure I'm rebooked now. In line airport trying work out. The earlier get SFO better:(;negative
6390;13959; bags? Baggage claim C25 C26 (flt# 959)?? see plane here? Why take 25 min???;negative
6391;7965; thanks...;positive
6392;12659; We tried multiple people. already sat phone hour half got nowhere.;negative
6393;12948; Not true!! Stop making excuses! You either overbook crappy planes!;negative
6394;533; thats weak. See ya Hey  !!;negative
6395;6174;" pls help get resolved &amp; reimbursement made. gracias, rico; pls send private msg phone number email address";negative
6396;5763; sinuses contend two painful landings rather one, missed preregistration window. Beyond frustrated;negative
6397;14326; would bother wasting time calling gunna nothing;negative
6398;10031; stuck Tarmac 30 mins PHL waiting someone load baggage,ridiculous http://t.co/BRCsjBxG2s;negative
6399;10102; color confused would need call this. Update procedures policies. You see connecting;negative
6400;2459; what's hold flight 6475 SLC DEN??;negative
6401;12358; That hoped contacted wks ago not responded still issued US funds. #frustrated;negative
6402;2689; guys suck!;negative
6403;14471;  Don't buy it, Woody. They're making MUCH worse understaffing, rudeness, pre-rookie mistakes;negative
6404;6709;" bad I'm getting memo: ""Your reservation contains modifications prevent changing online."" #FUSTURATED";negative
6405;1278; book flight reserved seat go check find no seat? WTF.;negative
6406;11457; Spoke phone times, no resolution. I'm still waiting get money back prices jacked;negative
6407;303; loved it. Can't wait Monday's return flight... Mostly watch inflight safety video again. #sorrynotsorry;positive
6408;9359;  really know leave someone stranded funeral. Props guys. Really making perfect Monday.;negative
6409;13620; no clue place stay not;negative
6410;9430; what's deal flight 5268 DCA PHL? We boarded time, left gate mins Late Flight sat Tarmac?;negative
6411;14086;  international airline experienced record profits last quarter. But can't staff call center;negative
6412;9781; guess ok people sexually assaulted flights nice customer service;negative
6413;14476; itinerary EWR TO DALLAS LA. You Cancelled Flightled flight, money, find way get EWR;negative
6414;6660; guys awesome... #dontchangeathing #luv;positive
6415;11794; whole team able put carry ons plane;negative
6416;5298; trying change ticket travel Monday cannot changed online. Anyway faster waiting hold? #anhour;negative
6417;10062; hold hours 54 minutes. What's going on?;negative
6418;1608; thanks, first time United lounge felt welcomed.;positive
6419;192; suck!;negative
6420;5417; Suggestions: tell customers approximate wait times hold (50 min now...) allow Cancelled Flight online!;negative
6421;1814; I'm not sure help. Your flight experience terrible, planes dirty staff rude. Start perhaps?;negative
6422;13695; Flight #2390 delayed 14 hours!! No one #AmericanAirlines counter tell husband flight! Help???;negative
6423;13599;  wonderful FC FA flight 2062 pre dawn! Nice start day!;positive
6424;3355; long 140 characters;negative
6425;14211; upset hometown airline. Stuck Den Flt Cancelled Flightled. Others got new Flt info;negative
6426;12626; YOU FUCKING SUCK;negative
6427;4623; Can pair tickets waiting sports practice? live definitely know is! ;positive
6428;13005; Feb. 15th rep gave record locator told I'd receiving email itinerary confirmation.;negative
6429;7800; guys need live chat.;negative
6430;2171; boarding #plane would much faster boarded back front instead front back #MakesSense #efficiency #travel #flying;negative
6431;5085; holding hour 10 minutes. To rebook Cancelled Flightlation.You guys need help!;negative
6432;4164; holy high speed internet batman! Speeds United Club IAD insanely fast! Thanks;positive
6433;5422; jumped gun little Cancelled Flighting flights? No airline Cancelled Flighting Louisville. You're ruining vacation.;negative
6434;9351; thank putting flight leaving Late Flightr original flight booked on.;negative
6435;6730;" hold &gt;30 minutes Cancelled Flightled flight. Still not talked anyone flight soon. What gives?";negative
6436;10456;  even refund flight Cancelled Flightled #horriblecustomerservice;negative
6437;9616;" flt 419. 2+ hrs Late Flight, baggage hr. Now see delivered suitcase wet inside &amp; out. #NotHappy";negative
6438;453; That's classy.;positive
6439;8100;Thanks! Hope look like complainer, I've written good experiences w/you past making terminal :) ;positive
6440;6026;  birthday 24th he's not seeing Imagine Dragons #DestinationDragons;negative
6441;2582; TAG MY OWN bags airport hoping would actually arrive WITH here's hoping arrive;negative
6442;13055; thanks telling flight got Cancelled Flightled wasn't. Now missing luggage you. Thanks fam!;negative
6443;11198; never imagined would hard SPEND money US Air. Stubbornly hoping someone come back phone.;negative
6444;4023;  $856.81 cost one round trip tickets.;negative
6445;7407; kids fly. Don't hire people care them. This guy. #jetblue http://t.co/clvlhfgUZw;negative
6446;12314; what's status flight 3494 XNA DFW. I'm getting different reports?;negative
6447;1014; thanks listening! definitely not person line thought absurd.;positive
6448;13363; get travel question answered quickly... Online calling not helping busy day;negative
6449;2364; board no movement 25 min...wow experience keeps getting worse worse;negative
6450;11783; Flight Booking Problems flight using credit previously Cancelled Flightled flight. Can't get thru phone can't book online. Help please.;negative
6451;2647; thank you.;positive
6452;3425; need chat actual human ASAP!;negative
6453;14359; 3231DTW LAG 4:45. Flight Cancelled Flightled no notice. Given voucher dirty hotel, no food vouchers apology.;negative
6454;13629; Got worked out. Had postpone trip pay extra though. :/ Not easy poor graduate student.;negative
6455;2390; us stranded And flying New Orleans Huston tonight stuck two days. Rather fly wait.;negative
6456;12698; thanks making worst flying experience ever. different planes mechanical issues 12 hours counting;negative
6457;8405; phone rep 30 min transferred asking not be. She worse rep ever;negative
6458;9321; patience connecting flight need. Why guys every time travel? Every. Single. Time.;negative
6459;4401; Redeem-points packages magically gone time finally got 10:01, felt like #baitandswitch;negative
6460;9419; Seat 8D Flight 545 last night worst seat I've ever in. No leg room! #dividendsmember http://t.co/NUhpLNXRIq;negative
6461;3972; son passenger flight 3710 Chicago Toronto. The plane came within feet colliding another plane stopped.;negative
6462;5076; hold 2.5 hours waiting speak someone Cancelled Flightled flight Philly ORL;negative
6463;4603; thinks $100 voucher makes spending hrs plane landing airport took from. Really?;negative
6464;2485; customer service: 16hr delay coupon redeemed website $200 higher prices Expedia, call wait time 55mins;negative
6465;10270;  needs two nights hotel phoenix get back Philly plane equipment, crazy!;negative
6466;2947; thank much, helps ton. Whoever Twitter acct today deserves handshake hot chocoLate Flight. #problemsolvers;positive
6467;5812; Weather seriously cannot even excuse point awful service summer too. Over it.;negative
6468;9750;  control stupidity not room plane come in. You better not mess us now.;negative
